,AAPL_price,AAPL_mcap,AAPL_return,AMZN_price,AMZN_mcap,AMZN_return,GOOGL_price,GOOGL_mcap,GOOGL_return,META_price,META_mcap,META_return,MSFT_price,MSFT_mcap,MSFT_return,NVDA_price,NVDA_mcap,NVDA_return,TSLA_price,TSLA_mcap,TSLA_return,SPX_price,SPX_mcap,SPX_return,GOOG_price,GOOG_mcap,GOOG_return
2020-07-06,93.463,1620391.1398,2.675,152.852,1524778.2809,5.769,74.983,1022271.9066,2.0219,240.28,685118.9703,2.9389,210.7,1597830.86,2.1526,9.8393,242045.55,2.3616,91.4387,254443.0978,13.4794,3179.72,27467093.15,1.59,74.785,1022271.9066,2.1165
2020-07-07,93.173,1615363.3112,-0.3103,150.006,1496387.9491,-1.8619,74.496,1015346.1128,-0.6488,240.86,686772.7451,0.2414,208.25,1579251.4314,-1.1628,9.8718,242845.05,0.3303,92.6573,257834.2378,1.3328,3145.32,27181161.56,-1.08,74.259,1015346.1128,-0.7033
2020-07-08,95.343,1652985.339,2.329,154.056,1536783.82,2.6996,75.18,1023656.5705,0.9182,243.58,694528.3785,1.1293,212.83,1613983.5878,2.1993,10.216,251313.6,3.4872,91.0587,253385.6855,-1.7254,3169.94,27393522.66,0.78,74.8,1023656.5705,0.7285
2020-07-09,95.683,1658880.0346,0.3566,159.132,1587419.5627,3.2949,75.933,1033911.6753,1.0016,244.5,697151.6075,0.3777,214.32,1625282.9137,0.7001,10.509,258521.4,2.8681,92.952,258654.1962,2.0792,3152.05,27250541.23,-0.56,75.55,1033911.6753,1.002
2020-07-10,95.92,1662997.6528,0.2482,160.0,1596083.3024,0.5458,76.951,1051540.4033,1.34,245.07,698776.8689,0.2331,213.67,1620353.6776,-0.3033,10.4793,257789.55,-0.2831,102.9767,286549.4766,10.7848,3185.04,27539424.98,1.05,77.087,1051540.4033,2.0351
2020-07-13,95.478,1655325.8799,-0.4613,155.2,1548200.8033,-3.0,75.612,1031958.9289,-1.7401,239.0,681469.2605,-2.4768,207.07,1570302.9719,-3.0889,10.0522,247285.35,-4.0747,99.804,277721.0108,-3.081,3155.22,27277131.93,-0.94,75.567,1031958.9289,-1.9718
2020-07-14,97.058,1682718.8771,1.6548,154.2,1538225.2827,-0.6443,76.043,1038069.1547,0.5707,239.73,683550.7356,0.3054,208.35,1580009.7755,0.6181,10.377,255274.2,3.2306,101.12,281382.9968,1.3186,3197.52,27637467.52,1.34,76.029,1038069.1547,0.6114
2020-07-15,97.725,1694291.5515,0.6877,150.444,1500752.2394,-2.4361,75.844,1034288.6028,-0.2617,240.28,685118.9703,0.2294,208.04,1577658.909,-0.1488,10.2273,251590.35,-1.4431,103.0673,286801.7714,1.9258,3226.56,27884593.5,0.91,75.682,1034288.6028,-0.4564
2020-07-16,96.523,1673443.4001,-1.2305,149.995,1496278.2184,-0.2981,75.746,1035221.8604,-0.1292,240.93,686972.3386,0.2705,203.92,1546415.1352,-1.9804,10.1348,249314.85,-0.9044,100.0427,278385.14,-2.9347,3215.57,27790080.1,-0.34,75.9,1035221.8604,0.288
2020-07-17,96.328,1670062.6189,-0.202,148.099,1477359.6435,-1.2644,75.843,1034965.2943,0.1274,242.03,690108.808,0.4566,202.88,1538528.3573,-0.51,10.2015,250956.9,0.6586,100.056,278422.2422,0.0133,3224.73,27863256.04,0.28,75.778,1034965.2943,-0.1614
2020-07-20,98.358,1705257.4191,2.1074,159.842,1594507.1701,7.9295,78.192,1068184.402,3.0979,245.42,699774.8365,1.4007,211.6,1604655.9563,4.2981,10.5108,258564.45,3.0314,109.5333,304794.4777,9.472,3251.84,28108597.13,0.84,78.286,1068184.402,3.3103
2020-07-21,97.0,1681721.98,-1.3802,156.915,1565303.8335,-1.8315,77.796,1063000.8569,-0.5064,241.75,689310.434,-1.4954,208.75,1583043.1516,-1.3469,10.3285,254081.1,-1.7339,104.5573,290947.941,-4.5429,3257.3,28153356.82,0.17,77.921,1063000.8569,-0.4662
2020-07-22,97.273,1686446.4052,0.2809,154.996,1546160.8094,-1.223,78.242,1069506.3326,0.5739,239.87,683949.9227,-0.7777,211.75,1603159.25,1.4371,10.4388,256793.25,1.0674,106.1553,295394.6383,1.5283,3276.02,28305138.72,0.57,78.425,1069506.3326,0.6462
2020-07-23,92.845,1609685.3323,-4.5516,149.328,1489619.5584,-3.6569,75.838,1034979.6864,-3.0738,232.6,663220.7113,-3.0308,202.54,1533430.34,-4.3495,10.1298,249191.85,-2.9601,100.8713,280691.041,-4.9776,3235.66,27951427.99,-1.23,75.784,1034979.6864,-3.3669
2020-07-24,92.615,1605697.7441,-0.2477,150.445,1500772.1904,0.7487,75.411,1030849.9111,-0.563,230.71,657831.6866,-0.8126,201.3,1524042.3,-0.6122,10.1945,250784.7,0.6392,94.4667,262869.0048,-6.3493,3215.63,27784081.88,-0.62,75.593,1030849.9111,-0.2514
2020-07-27,94.81,1643753.2054,2.37,152.761,1523865.5207,1.5388,76.472,1044296.5442,1.407,233.5,665786.9135,1.2093,203.85,1543348.35,1.2668,10.4215,256368.9,2.2267,102.64,285612.6463,8.6521,3239.41,27989260.62,0.74,76.51,1044296.5442,1.2124
2020-07-28,93.253,1616750.2984,-1.6428,150.017,1496492.6921,-1.7963,75.183,1025232.3817,-1.6856,230.12,656149.3984,-1.4475,202.02,1529493.42,-0.8977,10.2155,251301.3,-1.9767,98.4327,275161.2248,-4.0991,3218.44,27807004.17,-0.65,75.017,1025232.3817,-1.9514
2020-07-29,95.04,1647740.7936,1.9168,151.677,1513052.0564,1.1065,76.176,1039443.2653,1.3208,233.29,665188.133,1.3775,204.06,1544938.26,1.0098,10.4655,257451.3,2.4473,99.9407,279376.7271,1.532,3258.44,28151881.8,1.24,76.101,1039443.2653,1.445
2020-07-30,96.19,1648288.3696,1.21,152.594,1528991.88,0.6049,76.919,1045484.446,0.9754,234.5,668638.2493,0.5187,203.9,1543726.9,-0.0784,10.614,261104.4,1.4189,99.166,277211.2038,-0.7751,3246.22,28032814.14,-0.38,76.573,1045484.446,0.6196
2020-07-31,106.26,1817315.4754,10.4689,158.234,1585155.4607,3.6961,74.398,1010269.7383,-3.2775,253.67,722659.1086,8.1748,205.01,1551444.5282,0.5444,10.6147,261122.85,0.0071,95.384,266638.9031,-3.8138,3271.12,28245857.41,0.77,74.148,1010269.7383,-3.1663
2020-08-03,108.938,1863107.5155,2.5198,155.594,1558713.4961,-1.6681,74.138,1005555.5719,-0.3488,251.96,717787.6335,-0.6741,216.54,1638699.5665,5.6241,11.0103,270852.15,3.7259,99.0,276747.1631,3.791,3294.61,28445635.05,0.72,73.723,1005555.5719,-0.5739
2020-08-04,109.665,1875549.6104,0.6678,156.942,1572207.4632,0.8657,73.665,999114.0907,-0.638,249.83,711719.6558,-0.8454,213.29,1614104.6945,-1.5009,11.2278,276202.65,1.9754,99.1333,277119.8866,0.1347,3306.51,28553992.78,0.36,73.249,999114.0907,-0.643
2020-08-05,110.063,1882347.8685,0.3625,160.252,1605366.3581,2.1091,73.955,1004068.7243,0.393,249.12,709696.9966,-0.2842,212.94,1611456.016,-0.1641,11.2868,277654.05,0.5255,99.0013,276750.8903,-0.1332,3327.77,28739780.12,0.64,73.681,1004068.7243,0.5898
2020-08-06,113.903,1948021.6067,3.4889,161.25,1615369.1245,0.6231,75.248,1021882.4528,1.7484,265.28,755733.8602,6.4868,216.35,1637261.7125,1.6014,11.3355,278853.3,0.4319,99.3053,277600.6998,0.3071,3349.16,28921888.24,0.64,75.005,1021882.4528,1.7976
2020-08-07,111.113,1900305.5313,-2.4495,158.373,1586547.934,-1.7842,74.919,1017752.938,-0.4372,268.44,764736.1182,1.1912,212.48,1607974.8956,-1.7888,11.1995,275507.7,-1.1998,96.8473,270729.543,-2.4752,3351.28,28942831.7,0.06,74.725,1017752.938,-0.374
2020-08-10,112.728,1927926.1269,1.4535,157.408,1576880.7637,-0.6093,74.841,1017825.7356,-0.1034,263.0,749238.5601,-2.0265,208.25,1575963.7237,-1.9908,11.165,274659.0,-0.308,94.5713,264367.1537,-2.3501,3360.47,29027354.93,0.27,74.805,1017825.7356,0.1077
2020-08-11,109.375,1870589.875,-2.974,154.034,1543075.7211,-2.1438,74.027,1006931.0026,-1.0876,256.13,729667.1955,-2.6122,203.38,1539109.2539,-2.3385,10.85,266910.0,-2.8213,91.626,256133.6926,-3.1144,3333.69,28795306.96,-0.8,74.016,1006931.0026,-1.0547
2020-08-12,113.01,1932757.5934,3.3234,158.112,1583933.29,2.6478,75.362,1024948.7069,1.8034,259.89,740378.7429,1.468,209.19,1583077.3175,2.8567,11.4403,281430.15,5.4401,103.6507,289747.7571,13.1236,3380.35,29197254.79,1.4,75.331,1024948.7069,1.7766
2020-08-13,115.01,1966962.6654,1.7698,158.051,1583322.2046,-0.0386,75.833,1032212.1683,0.6243,261.3,744395.5732,0.5425,208.7,1579369.1675,-0.2342,11.443,281497.8,0.024,108.0667,302092.3578,4.2605,3373.43,29141299.83,-0.2,75.923,1032212.1683,0.7852
2020-08-14,114.908,1965209.6554,-0.0891,157.401,1576810.6391,-0.4113,75.232,1024500.2617,-0.7925,261.24,744224.6443,-0.023,208.9,1580882.6981,0.0958,11.564,284474.4,1.0574,110.0473,307629.1647,1.8328,3372.85,29131360.35,-0.02,75.387,1024500.2617,-0.706
2020-08-17,114.608,1960078.8946,-0.2611,159.121,1594036.2342,1.0924,75.812,1031911.9015,0.7716,261.16,743996.739,-0.0306,210.28,1591326.0592,0.6606,12.337,303490.2,6.6845,122.376,342093.0387,11.2031,3381.99,29216078.92,0.27,75.899,1031911.9015,0.6798
2020-08-18,115.563,1976411.8165,0.8333,165.624,1659191.96,4.0875,77.789,1059190.7663,2.6078,262.34,747358.3417,0.4518,211.49,1600482.9192,0.5754,12.2608,301614.45,-0.6181,125.806,351681.3495,2.8028,3389.78,29290795.11,0.23,77.93,1059190.7663,2.6759
2020-08-19,115.708,1978891.6842,0.1255,163.024,1633140.6893,-1.5701,77.23,1051629.0047,-0.718,262.59,748070.5456,0.0953,209.7,1586936.8205,-0.8464,12.1385,299578.18,-0.9971,125.2353,350086.0931,-0.4536,3374.85,29159966.29,-0.44,77.377,1051629.0047,-0.7103
2020-08-20,118.275,2022802.4454,2.219,164.868,1651618.5085,1.1314,78.813,1074069.5695,2.0484,269.01,766359.9432,2.4449,214.58,1623866.9668,2.3271,12.141,299639.88,0.0206,133.4553,373064.494,6.5636,3385.51,29249468.15,0.32,79.088,1074069.5695,2.2113
2020-08-21,124.37,2127042.4023,5.1532,164.236,1645282.2544,-0.3836,78.779,1073375.2281,-0.0431,267.01,760662.3116,-0.7435,213.02,1612061.4282,-0.727,12.6835,313028.78,4.4683,136.6653,382037.8111,2.4053,3397.16,29350313.03,0.34,79.021,1073375.2281,-0.0841
2020-08-24,125.858,2152482.4246,1.196,165.373,1656672.4851,0.6923,79.258,1079249.2045,0.608,271.39,773140.1248,1.6404,213.69,1617131.7557,0.3145,12.7203,313935.77,0.2897,134.28,375369.7885,-1.7454,3431.28,29643880.75,1.0,79.41,1079249.2045,0.4923
2020-08-25,124.825,2134824.0562,-0.8204,167.325,1676222.2082,1.1801,80.292,1093086.0617,1.3059,280.82,800004.458,3.4747,216.47,1638169.8308,1.3009,12.75,314670.0,0.2339,134.8893,377073.1347,0.4538,3443.62,29748244.4,0.36,80.411,1093086.0617,1.2605
2020-08-26,126.523,2163855.6111,1.3599,172.093,1723987.0453,2.8496,82.207,1121219.897,2.3838,303.91,865783.6152,8.2223,221.15,1673586.4466,2.162,12.773,315237.64,0.1804,143.5447,401268.4776,6.4166,3478.73,30050720.9,1.02,82.619,1121219.897,2.7459
2020-08-27,125.01,2137988.0254,-1.1954,170.0,1703024.8134,-1.2159,81.426,1109732.2879,-0.9494,293.22,835329.7742,-3.5175,226.58,1714678.802,2.4553,12.6283,311665.21,-1.1332,149.25,417217.3141,3.9746,3484.55,30103769.0,0.17,81.717,1109732.2879,-1.0924
2020-08-28,124.808,2134524.7618,-0.162,170.09,1703926.4148,0.0529,81.972,1116856.8439,0.6699,293.66,836583.2531,0.1501,228.91,1732311.4334,1.0283,13.1477,324486.47,4.1138,147.56,412493.0443,-1.1323,3508.01,30312946.3,0.67,82.221,1116856.8439,0.6168
2020-08-31,129.04,2206911.2454,3.3912,172.548,1728550.15,1.4451,81.477,1110005.5255,-0.6039,293.2,835272.7978,-0.1566,225.53,1706732.7664,-1.4766,13.3745,330082.66,1.7246,166.1067,464338.8765,12.5689,3500.31,30248752.26,-0.22,81.709,1110005.5255,-0.6221
2020-09-01,134.18,2294818.2805,3.9833,174.956,1752672.9956,1.3956,82.754,1127733.2349,1.5679,295.44,841654.1453,0.764,227.27,1719900.4825,0.7715,13.821,341102.28,3.3384,158.35,442655.6897,-4.6697,3526.65,30488660.47,0.75,83.036,1127733.2349,1.6234
2020-09-02,131.4,2247273.2304,-2.0718,176.573,1768866.758,0.9239,85.87,1171990.2721,3.7648,302.5,861766.7849,2.3897,231.65,1753046.8024,1.9272,14.3465,354071.62,3.8022,149.1233,416863.2268,-5.8268,3580.84,30953859.44,1.54,86.414,1171990.2721,4.0687
2020-09-03,120.88,2067354.5517,-8.0061,168.4,1686996.3446,-4.6284,81.476,1112731.0848,-5.1171,291.12,829347.2609,-3.762,217.3,1644450.9828,-6.1947,13.0155,321222.54,-9.2775,135.6667,379246.1124,-9.0239,3455.06,29866844.71,-3.51,82.092,1112731.0848,-5.0015
2020-09-04,120.96,2068722.7546,0.0662,164.731,1650241.062,-2.1787,79.061,1078987.5268,-2.9641,282.73,805445.6962,-2.882,214.25,1621369.6413,-1.4036,12.6225,311523.3,-3.0195,139.44,389794.1861,2.7813,3426.96,29621718.02,-0.81,79.552,1078987.5268,-3.0941
2020-09-07,120.96,2068722.7546,0.0662,164.731,1650241.062,-2.1787,79.061,1078987.5268,-2.9641,282.73,805445.6962,-2.882,214.25,1621369.6413,-1.4036,12.6225,311523.3,-3.0195,139.44,389794.1861,2.7813,3426.96,29621718.02,-0.81,79.552,1078987.5268,-3.0941
2020-09-08,112.82,1929508.1115,-6.7295,157.492,1577722.2583,-4.3944,76.18,1039432.3715,-3.6434,271.16,772484.8972,-4.0922,202.66,1533660.5438,-5.4096,11.913,294012.84,-5.6209,110.07,307692.5277,-21.0628,3331.84,28793395.49,-2.78,76.62,1039432.3715,-3.6863
2020-09-09,117.32,2006469.5235,3.9887,163.431,1637212.9222,3.7707,77.362,1055839.9003,1.5509,273.72,779777.8657,0.9441,211.29,1598969.3886,4.2584,12.715,313806.2,6.7321,122.0933,341302.865,10.9234,3398.96,29374452.51,2.01,77.848,1055839.9003,1.6034
2020-09-10,113.49,1940966.8106,-3.2646,158.756,1590379.7398,-2.8605,76.303,1040092.9861,-1.3689,268.09,763739.0326,-2.0568,205.37,1554168.8833,-2.8018,12.3118,303853.99,-3.1715,123.78,346017.8167,1.3815,3339.19,28856778.08,-1.76,76.601,1040092.9861,-1.6018
2020-09-11,112.0,1915484.032,-1.3129,155.811,1560882.3482,-1.8547,75.788,1032733.8739,-0.6743,266.61,759522.7852,-0.5521,204.03,1544028.2283,-0.6525,12.1645,300219.86,-1.196,124.24,347303.7126,0.3716,3340.97,28867779.25,0.05,76.036,1032733.8739,-0.7376
2020-09-14,115.355,1972863.0403,2.9955,155.148,1554245.5604,-0.4252,75.441,1029978.4132,-0.4572,266.15,758212.33,-0.1725,205.41,1554471.5894,0.6764,12.8723,317687.13,5.8182,139.8733,391005.5373,12.5832,3383.54,29233562.83,1.27,75.964,1029978.4132,-0.0947
2020-09-15,115.54,1976027.0094,0.1604,157.807,1580872.8542,1.7132,76.756,1046386.9019,1.7424,272.42,776074.4051,2.3558,208.78,1579974.5798,1.6406,12.991,320617.88,0.9225,149.92,419090.2494,7.1827,3401.2,29386002.67,0.52,77.072,1046386.9019,1.4586
2020-09-16,112.13,1917707.3617,-2.9514,153.905,1541788.4347,-2.4723,75.605,1031610.8213,-1.5002,263.52,750719.9444,-3.267,205.05,1551747.2343,-1.7866,12.5145,308857.86,-3.6679,147.2533,411635.7804,-1.7787,3385.49,29245298.99,-0.46,76.045,1031610.8213,-1.3325
2020-09-17,110.34,1887093.8222,-1.5964,150.437,1507041.7197,-2.2537,74.352,1014458.5904,-1.6566,254.82,725935.2467,-3.3015,202.91,1535552.457,-1.0436,12.4635,307599.18,-0.4075,141.1433,394555.7282,-4.1493,3357.01,28997334.99,-0.84,74.777,1014458.5904,-1.6681
2020-09-18,106.84,1827234.9462,-3.172,147.746,1480083.8386,-1.7888,72.554,990152.9391,-2.4176,252.53,719411.4585,-0.8987,200.39,1516481.9716,-1.2419,12.1893,300830.69,-2.2004,147.3833,411999.1858,4.421,3319.47,28668249.57,-1.12,73.0,990152.9391,-2.3764
2020-09-21,110.08,1882647.1629,3.0326,148.023,1482868.7851,0.1882,71.507,973093.016,-1.4437,248.15,706933.6452,-1.7344,202.54,1532752.4255,1.0729,12.5173,308925.73,2.6909,149.7967,418745.4802,1.6375,3281.06,28375025.69,-1.16,71.558,973093.016,-1.9747
2020-09-22,111.81,1912234.5502,1.5716,156.45,1567278.7091,5.6923,72.991,994928.0502,2.0753,254.75,725735.8296,2.6597,207.42,1569682.5718,2.4094,12.6378,311899.67,0.9627,141.41,395301.1751,-5.5987,3315.57,28681784.6,1.05,73.273,994928.0502,2.3967
2020-09-23,107.12,1832023.6563,-4.1946,149.993,1502598.8284,-4.1269,70.47,960691.5972,-3.4545,249.02,709412.115,-2.2493,200.59,1517995.5022,-3.2928,12.1238,299214.15,-4.0672,126.7867,354422.7305,-10.3411,3236.92,27996310.31,-2.37,70.761,960691.5972,-3.429
2020-09-24,108.22,1850836.4459,1.0269,150.99,1512581.5592,0.6644,71.143,969714.3032,0.9557,249.53,710865.0111,0.2048,203.19,1537671.3999,1.2962,12.348,304748.64,1.8497,129.2633,361346.0686,1.9534,3246.59,28083056.82,0.3,71.415,969714.3032,0.9242
2020-09-25,112.28,1920272.7421,3.7516,154.757,1550318.5855,2.4949,71.953,980900.5852,1.1386,254.82,725935.2467,2.12,207.82,1572709.633,2.2787,12.8738,317724.15,4.2578,135.78,379562.9273,5.0414,3298.46,28532542.68,1.6,72.248,980900.5852,1.1671
2020-09-28,114.96,1966107.5386,2.3869,158.703,1589848.7968,2.5498,72.933,994217.526,1.362,256.82,731632.8784,0.7849,209.44,1584969.2307,0.7795,13.035,321703.8,1.2525,140.4,392477.795,3.4026,3351.6,28992353.08,1.61,73.226,994217.526,1.3537
2020-09-29,114.09,1951228.3322,-0.7568,157.244,1575237.8456,-0.919,73.301,998314.0427,0.5046,261.79,745791.493,1.9352,207.26,1568471.7473,-1.0409,13.2258,326411.51,1.4634,139.69,390493.0426,-0.5057,3335.47,28851486.46,-0.48,73.467,998314.0427,0.3284
2020-09-30,115.81,1980644.6942,1.5076,157.437,1577166.2708,0.1224,73.28,998274.4706,-0.0286,261.9,746104.8627,0.042,210.33,1591704.4418,1.4812,13.5305,333932.74,2.3042,143.0033,399755.2204,2.3719,3363.0,29088995.5,0.83,73.48,998274.4706,0.0184
2020-10-01,116.79,1997405.1794,0.8462,161.063,1613495.7972,2.3035,74.395,1012796.5618,1.5216,266.63,759579.7616,1.806,212.46,1607823.5426,1.0127,13.6145,336005.86,0.6208,149.3867,417599.3556,4.4638,3380.8,29251368.3,0.53,74.505,1012796.5618,1.3943
2020-10-02,113.02,1932928.6187,-3.228,156.25,1565280.1594,-2.9883,72.78,991051.9734,-2.1708,259.94,740521.1837,-2.5091,206.19,1560374.3587,-2.9511,13.0623,322376.33,-4.0563,138.3633,386784.4442,-7.3791,3348.44,28977957.57,-0.96,72.921,991051.9734,-2.1254
2020-10-05,116.5,1992445.444,3.0791,159.96,1602446.1715,2.3744,74.142,1009704.794,1.8707,264.65,753939.1062,1.812,210.38,1592082.8245,2.0321,13.6425,336696.9,4.4422,141.8933,396652.2976,2.5513,3408.63,29497939.34,1.8,74.301,1009704.794,1.8925
2020-10-06,113.16,1935322.9738,-2.867,154.998,1552737.8825,-3.102,72.551,987794.1592,-2.1452,258.66,736874.6995,-2.2634,205.91,1558255.4158,-2.1247,13.7365,339016.82,0.689,137.9933,385750.1366,-2.7485,3360.95,29107471.47,-1.4,72.672,987794.1592,-2.1924
2020-10-07,115.08,1968159.8429,1.6967,159.785,1600688.0488,3.0881,72.957,992864.1274,0.5596,258.12,735336.3389,-0.2088,209.83,1587920.6154,1.9037,13.964,344631.52,1.6562,141.7667,396298.2103,2.7344,3419.45,29615396.7,1.74,73.015,992864.1274,0.4713
2020-10-08,114.97,1966278.5639,-0.0956,159.528,1598113.476,-0.1608,74.172,1009866.7956,1.6647,263.76,751403.6602,2.185,210.58,1593596.3551,0.3574,13.8388,341540.35,-0.8969,141.9733,396875.9317,0.1458,3446.83,29852252.37,0.8,74.297,1009866.7956,1.7558
2020-10-09,116.97,2000483.6359,1.7396,164.333,1646248.9715,3.012,75.523,1029054.4393,1.8215,264.45,753369.3431,0.2616,215.81,1633175.1799,2.4836,13.7628,339664.67,-0.5492,144.6667,404404.9454,1.8971,3477.13,30121959.93,0.88,75.761,1029054.4393,1.9712
2020-10-12,124.4,2127555.4784,6.3521,172.147,1724528.0061,4.755,78.23,1065803.5995,3.5844,275.75,785560.9618,4.273,221.4,1675478.3598,2.5902,14.226,351097.68,3.366,147.4333,412138.957,1.9124,3534.22,30621458.41,1.64,78.458,1065803.5995,3.5592
2020-10-13,121.1,2071117.1096,-2.6527,172.182,1724878.6289,0.0203,78.354,1067508.2384,0.1585,276.14,786672.0,0.1414,222.86,1686527.1331,0.6594,14.2483,351646.81,0.1564,148.8833,416192.3246,0.9835,3511.93,30432974.77,-0.63,78.584,1067508.2384,0.1612
2020-10-14,121.19,2072656.3378,0.0743,168.186,1684847.528,-2.3208,78.172,1065049.9442,-0.2316,271.82,774365.1156,-1.5644,220.86,1671391.8272,-0.8974,14.0952,347870.77,-1.0738,153.7667,429843.321,3.28,3488.67,30225618.83,-0.66,78.404,1065049.9442,-0.2291
2020-10-15,120.71,2064447.1206,-0.3961,166.933,1672295.2333,-0.745,77.774,1059279.5115,-0.5098,266.72,759836.155,-1.8762,219.66,1662310.6437,-0.5433,13.97,344779.6,-0.8886,149.6267,418270.2578,-2.6924,3483.34,30179952.12,-0.15,77.957,1059279.5115,-0.5708
2020-10-16,119.02,2035543.8347,-1.4,163.636,1639266.5697,-1.975,78.385,1068186.4047,0.7863,265.93,757585.5905,-0.2962,219.66,1662310.6437,0.0,13.8115,340867.82,-1.1346,146.5567,409688.3004,-2.0518,3483.81,30176992.86,0.01,78.651,1068186.4047,0.8902
2020-10-19,115.98,1983552.1253,-2.5542,160.361,1606458.2976,-2.0014,76.498,1042278.3973,-2.408,261.4,744680.4548,-1.7035,214.22,1620108.5981,-2.4766,13.4978,333124.47,-2.2717,143.61,401451.1121,-2.0106,3426.92,29682042.12,-1.63,76.73,1042278.3973,-2.4412
2020-10-20,117.51,2009719.0054,1.3192,160.851,1611367.0162,0.3056,77.554,1056718.0207,1.3811,267.56,762229.1603,2.3565,214.65,1623360.6133,0.2007,13.6455,336770.94,1.0946,140.6467,393167.3333,-2.0635,3443.12,29823283.0,0.47,77.797,1056718.0207,1.3893
2020-10-21,116.87,1998773.3823,-0.5446,159.247,1595303.4851,-0.9969,79.3,1081343.4878,2.2507,278.73,794050.433,4.1748,214.8,1624495.0373,0.0699,13.5248,333790.83,-0.8849,140.88,393819.5994,0.1659,3435.56,29754436.98,-0.22,79.666,1081343.4878,2.4024
2020-10-22,115.75,1979618.542,-0.9583,158.82,1591025.8874,-0.2681,80.333,1095883.9636,1.3033,278.12,792312.6553,-0.2188,214.89,1625175.6916,0.0419,13.361,329749.48,-1.2107,141.93,396754.7966,0.7453,3453.49,29910033.39,0.52,80.767,1095883.9636,1.382
2020-10-23,115.04,1967475.7414,-0.6134,160.22,1605050.7977,0.8815,81.649,1113554.0403,1.6382,284.79,811314.2568,2.3982,216.23,1635309.8785,0.6236,13.5903,335407.37,1.7158,140.21,391946.664,-1.2119,3465.39,30006125.36,0.34,82.05,1113554.0403,1.5891
2020-10-26,115.05,1967646.7668,0.0087,160.352,1606373.1463,0.0824,79.215,1079773.482,-2.9817,277.11,789435.3513,-2.6967,210.08,1588798.4983,-2.8442,13.1413,324326.05,-3.3038,140.0933,398383.7201,-0.0832,3400.97,29454526.82,-1.86,79.523,1079773.482,-3.0804
2020-10-27,116.6,1994155.6976,1.3472,164.317,1646088.6868,2.4724,79.944,1089418.8732,0.9209,283.29,807041.0331,2.2302,213.25,1612275.7654,1.5089,13.3968,330631.79,1.9443,141.56,402554.4833,1.0469,3390.68,29371727.05,-0.3,80.213,1089418.8732,0.8683
2020-10-28,111.2,1901802.0032,-4.6312,158.139,1584203.7704,-3.7595,75.54,1029666.9914,-5.5089,267.67,762542.53,-5.5138,202.68,1532361.323,-4.9566,12.627,311634.36,-5.7458,135.34,384866.6556,-4.3939,3271.03,28335900.08,-3.53,75.831,1029666.9914,-5.463
2020-10-29,115.32,1972264.4515,3.705,160.551,1608361.6783,1.5249,77.844,1062628.1763,3.05,280.83,800032.9462,4.9165,204.72,1547784.7348,1.0065,13.024,321432.32,3.1441,136.9433,389426.0581,1.1847,3310.11,28676718.51,1.19,78.362,1062628.1763,3.3377
2020-10-30,108.86,1850816.1657,-5.6018,151.808,1523391.8543,-5.4456,80.806,1094908.1041,3.8044,263.11,749414.2847,-6.3099,202.47,1530773.6188,-1.0991,12.534,309339.12,-3.7623,129.3467,367823.4004,-5.5473,3269.96,28307537.24,-1.21,81.051,1094908.1041,3.4309
2020-11-02,108.77,1849286.0035,-0.0827,150.224,1507501.3943,-1.0431,81.216,1099336.0526,0.508,261.36,744429.7725,-0.6651,202.33,1529715.1494,-0.0691,12.5808,310492.91,0.373,133.5033,379643.7226,3.2136,3310.24,28651721.06,1.23,81.302,1099336.0526,0.3097
2020-11-03,110.44,1877679.0129,1.5353,152.421,1529543.3238,1.4621,82.283,1114773.0117,1.3138,265.3,755652.0456,1.5075,206.43,1560713.1829,2.0264,13.0195,321321.26,3.4875,141.3,401815.1207,5.8401,3369.16,29159374.27,1.78,82.511,1114773.0117,1.4871
2020-11-04,114.95,1954357.1399,4.0837,162.058,1626255.8643,6.323,87.292,1182096.0724,6.0881,287.38,818542.3478,8.3227,216.39,1636015.7227,4.8249,13.7943,340442.09,5.9507,140.3267,399047.2506,-0.6888,3443.44,29808967.92,2.2,87.457,1182096.0724,5.9944
2020-11-05,119.03,2023724.4921,3.5494,166.1,1666817.4299,2.4942,88.125,1192508.262,0.9537,294.68,839334.8843,2.5402,223.29,1688183.1449,3.1887,14.16,349468.8,2.6515,146.03,415265.8321,4.0643,3510.45,30389315.25,1.95,88.169,1192508.262,0.8141
2020-11-06,118.69,2017943.8794,-0.2856,165.569,1661483.8149,-0.32,87.987,1191040.3098,-0.1572,293.41,835717.5526,-0.431,223.72,1691434.1582,0.1926,14.562,359390.16,2.839,143.3167,407549.9202,-1.8581,3509.44,30382631.37,-0.03,88.088,1191040.3098,-0.0919
2020-11-09,116.32,1977649.6086,-1.9968,157.187,1577375.264,-5.0623,88.071,1192028.2273,0.096,278.77,794018.5479,-4.9896,218.39,1651136.7147,-2.3824,13.6308,336406.91,-6.3951,140.42,399312.6628,-2.0212,3550.5,30716327.61,1.17,88.15,1192028.2273,0.071
2020-11-10,115.97,1971698.9779,-0.3009,151.751,1522824.8754,-3.4583,86.886,1176381.5037,-1.3455,272.43,775960.3724,-2.2743,211.01,1595340.2544,-3.3793,12.77,315163.6,-6.3148,136.7867,388980.5448,-2.5875,3545.53,30667443.75,-0.14,87.02,1176381.5037,-1.2825
