,AAPL_price,AAPL_mcap,AAPL_return,AMZN_price,AMZN_mcap,AMZN_return,GOOGL_price,GOOGL_mcap,GOOGL_return,META_price,META_mcap,META_return,MSFT_price,MSFT_mcap,MSFT_return,NVDA_price,NVDA_mcap,NVDA_return,TSLA_price,TSLA_mcap,TSLA_return,SPX_price,SPX_mcap,SPX_return,GOOG_price,GOOG_mcap,GOOG_return
2015-01-01,27.595,647361.022,-1.9019,15.518,143694.0484,0.0161,26.533,358420.4629,-0.8631,78.02,217507.898,-1.5148,46.45,382880.5004,-1.2123,0.5013,10897.9154,-1.5709,14.8273,27886.1656,0.081,2058.9,18845822.34,-1.03,26.248,358420.4629,-0.7579
2015-01-02,27.333,641202.9401,-0.9513,15.426,142846.7466,-0.5897,26.478,357491.5838,-0.2092,78.45,218706.6726,0.5511,46.76,385435.7847,0.6674,0.5033,10941.3983,0.399,14.6207,27497.4821,-1.3938,2058.2,18840128.85,-0.03,26.169,357491.5838,-0.3021
2015-01-05,26.563,623139.2334,-2.8172,15.11,139915.9159,-2.0517,25.973,350335.3967,-1.9054,77.19,215193.9841,-1.6061,46.325,381850.1439,-0.9303,0.4948,10756.5958,-1.689,14.006,26341.4619,-4.2041,2020.58,18497686.83,-1.83,25.623,350335.3967,-2.0846
2015-01-06,26.565,623197.8818,0.0094,14.765,136721.1714,-2.2833,25.332,341972.2134,-2.4679,76.15,212294.6223,-1.3473,45.65,376286.2184,-1.4571,0.4798,10430.4736,-3.0318,14.0853,26490.6662,0.5664,2002.61,18333610.15,-0.89,25.029,341972.2134,-2.3177
2015-01-07,26.938,631936.4932,1.4022,14.921,138170.3816,1.06,25.258,341192.3085,-0.2941,76.15,212294.6223,0.0,46.23,381067.0729,1.2705,0.4784,10400.5791,-0.2866,14.0633,26449.2902,-0.1562,2025.9,18549992.79,1.16,24.986,341192.3085,-0.1713
2015-01-08,27.973,656216.9301,3.8422,15.023,139114.9147,0.6836,25.346,342320.2721,0.3484,78.175,217940.0144,2.6592,47.59,392277.3523,2.9418,0.4965,10794.6434,3.7889,14.041,26407.2873,-0.1588,2062.14,18879846.43,1.79,25.065,342320.2721,0.3153
2015-01-09,28.003,656920.7109,0.1072,14.847,137480.502,-1.1749,25.036,338003.9265,-1.2211,77.74,216727.3005,-0.5564,47.19,388980.2113,-0.8405,0.4985,10838.1263,0.4028,13.7773,25911.4023,-1.8778,2044.81,18732484.87,-0.84,24.741,338003.9265,-1.2951
2015-01-12,27.313,640733.7529,-2.4641,14.571,134924.7064,-1.859,24.853,335535.766,-0.7309,76.72,213883.6956,-1.3121,46.6,384116.9283,-1.2503,0.4923,10702.2421,-1.2538,13.4807,25353.4533,-2.1533,2028.26,18582895.38,-0.81,24.56,335535.766,-0.7296
2015-01-13,27.555,646422.6476,0.8879,14.737,136466.5179,1.1427,25.09,338344.466,0.9536,76.45,213130.9767,-0.3519,46.355,382097.4294,-0.5258,0.4914,10683.2183,-0.1778,13.6167,25609.2322,1.0089,2023.03,18533539.33,-0.26,24.741,338344.466,0.737
2015-01-14,27.45,643959.4148,-0.3811,14.664,135785.8984,-0.4987,25.297,341351.3249,0.823,76.28,212657.0425,-0.2224,45.955,378800.2884,-0.8629,0.4935,10729.4189,0.4325,12.846,24159.8186,-5.6597,2011.27,18423546.12,-0.58,24.975,341351.3249,0.9452
2015-01-15,26.705,626482.1921,-2.714,14.348,132859.6977,-2.155,25.2,341089.5649,-0.3795,74.05,206440.1415,-2.9234,45.48,374884.9335,-1.0336,0.49,10653.3238,-0.7092,12.7913,24057.0055,-0.4256,1992.67,18255077.68,-0.92,25.021,341089.5649,0.1837
2015-01-16,26.498,621614.375,-0.777,14.537,134614.4921,1.3208,25.523,345404.8326,1.2787,75.18,209590.4097,1.526,46.24,381149.5014,1.6711,0.499,10848.997,1.8367,12.8713,24207.4637,0.6254,2019.42,18494769.03,1.34,25.334,345404.8326,1.2535
2015-01-19,26.498,621614.375,-0.777,14.537,134614.4921,1.3208,25.523,345404.8326,1.2787,75.18,209590.4097,1.526,46.24,381149.5014,1.6711,0.499,10848.997,1.8367,12.8713,24207.4637,0.6254,2019.42,18494769.03,1.34,25.334,345404.8326,1.2535
2015-01-20,27.18,637625.3878,2.5757,14.472,134012.5838,-0.4471,25.497,344811.7888,-0.1009,76.24,212545.5286,1.4099,46.39,382385.9293,0.3244,0.5005,10881.6093,0.3006,12.7953,24064.5284,-0.5905,2022.55,18527593.03,0.15,25.276,344811.7888,-0.2322
2015-01-21,27.388,642493.2049,0.7634,14.863,137628.6641,2.6983,26.02,352153.5564,2.0493,76.74,213939.4526,0.6558,45.92,378511.7886,-1.0131,0.5075,11033.7996,1.3986,13.1047,24646.3,2.4175,2032.12,18615361.66,0.47,25.831,352153.5564,2.1977
2015-01-22,28.1,654701.6805,2.6016,15.516,143680.1582,4.397,26.865,363419.5108,3.2495,77.65,216476.3942,1.1858,47.13,388485.6402,2.635,0.5163,11224.0375,1.7241,13.4413,25279.4781,2.5691,2063.15,18895243.64,1.53,26.646,363419.5108,3.1561
2015-01-23,28.245,658080.0343,0.516,15.619,144638.5815,0.6671,27.098,366907.3754,0.8654,77.83,216978.2068,0.2318,47.18,388897.7828,0.1061,0.5178,11256.6497,0.2906,13.4193,25238.1021,-0.1637,2051.82,18793698.35,-0.55,26.924,366907.3754,1.0404
2015-01-26,28.275,658779.0041,0.1062,15.483,143374.574,-0.8739,26.836,363539.0808,-0.965,77.495,216044.2778,-0.4304,47.01,385659.9402,-0.3603,0.5154,11205.0137,-0.4587,13.77,25897.6103,2.6131,2057.09,18838692.67,0.26,26.687,363539.0808,-0.8779
2015-01-27,27.285,635713.0018,-3.5013,15.338,142027.2252,-0.9397,26.06,352619.2957,-2.8935,75.78,211263.1185,-2.213,42.66,349973.4748,-9.2534,0.4908,10669.6299,-4.7781,13.732,25826.1427,-0.276,2029.55,18607853.03,-1.34,25.86,352619.2957,-3.0978
2015-01-28,28.828,671651.6973,5.6533,15.196,140712.2869,-0.9258,25.621,346724.4503,-1.6808,76.24,212545.5286,0.607,41.19,337913.9106,-3.4459,0.4828,10495.698,-1.6302,13.2913,24997.369,-3.209,2002.16,18357177.98,-1.35,25.43,346724.4503,-1.664
2015-01-29,29.725,692562.5428,3.1133,15.589,144356.1476,2.5896,25.662,347215.8406,0.1561,78.0,218322.9141,2.3085,42.01,344641.0144,1.9908,0.4945,10751.1604,2.434,13.68,25728.3449,2.9242,2021.25,18531376.76,0.95,25.463,347215.8406,0.1294
2015-01-30,29.29,682427.4812,-1.4634,17.726,164638.0388,13.7116,26.877,363545.1288,4.7386,75.91,212472.9796,-2.6795,40.4,331432.9203,-3.8324,0.4801,10438.6267,-2.907,13.5733,25527.734,-0.7797,1994.99,18292601.63,-1.3,26.653,363545.1288,4.6724
2015-02-02,29.658,690989.8608,1.2547,18.224,169254.0152,2.8037,26.61,359663.026,-0.9953,74.99,209897.8888,-1.212,41.28,338652.2513,2.1782,0.4905,10664.1945,2.1609,14.0627,26448.0364,3.6051,2020.85,18526442.85,1.3,26.352,359663.026,-1.13
2015-02-03,29.663,691106.3558,0.0169,18.178,168826.782,-0.2524,26.665,360284.6371,0.2067,75.4,211045.4836,0.5467,41.6,341277.4625,0.7752,0.5028,10930.5276,2.4975,14.5573,27378.3694,3.5176,2050.03,18791938.1,1.44,26.39,360284.6371,0.1438
2015-02-04,29.89,696406.8765,0.767,18.238,169384.0427,0.3301,26.305,355664.2444,-1.3501,75.63,211689.2563,0.305,41.84,343246.3709,0.5769,0.504,10957.7044,0.2486,14.57,27402.1919,0.087,2041.51,18713704.36,-0.42,26.066,355664.2444,-1.2244
2015-02-05,29.985,698620.2807,0.3178,18.694,173628.5119,2.5058,26.492,358593.9726,0.709,75.615,211647.2711,-0.0198,42.45,348250.6799,1.4579,0.5121,11134.3539,1.6121,14.7327,27708.1235,1.1164,2062.52,18901631.34,1.03,26.307,358593.9726,0.922
2015-02-06,29.733,692737.2852,-0.8421,18.714,173809.6217,0.1043,26.694,361108.934,0.7635,74.47,208442.4027,-1.5142,42.41,347922.5285,-0.0942,0.51,11088.1533,-0.4149,14.4907,27252.9876,-1.6426,2055.47,18834612.8,-0.34,26.477,361108.934,0.6482
2015-02-09,29.93,697338.8362,0.6643,18.528,172082.1134,-0.9939,26.464,360337.2865,-0.8607,74.44,208358.4323,-0.0403,42.36,347512.3392,-0.1179,0.5095,11077.2826,-0.098,14.4987,27268.0334,0.0552,2046.74,18754039.29,-0.42,26.319,360337.2865,-0.597
2015-02-10,30.505,710735.7567,1.9211,18.65,173212.8883,0.6571,27.008,367104.4696,2.0556,75.19,210457.6911,1.0075,42.6,349481.2477,0.5666,0.5237,11387.0986,2.7969,14.4193,27118.829,-0.5472,2068.59,18953015.77,1.07,26.773,367104.4696,1.7259
2015-02-11,31.22,727394.5361,2.3439,18.757,174208.9919,0.5751,26.9,366069.3982,-0.3999,76.51,214152.3866,1.7556,42.38,347676.4149,-0.5164,0.5203,11311.0034,-0.6683,14.1867,26681.2466,-1.6136,2068.53,18949417.21,0.0,26.725,366069.3982,-0.1807
2015-02-12,31.615,736597.638,1.2652,18.859,175151.6913,0.5411,27.301,371144.5698,1.4888,76.23,213368.6633,-0.366,43.09,353501.1024,1.6753,0.5575,12120.8735,7.16,13.5253,25437.4591,-4.6617,2088.48,19126488.41,0.96,27.072,371144.5698,1.2986
2015-02-13,31.77,740208.9818,0.4903,19.092,177315.7204,1.2355,27.558,374997.939,0.9432,75.74,211997.1476,-0.6428,43.87,359900.0548,1.8102,0.5578,12126.3088,0.0448,13.5847,25549.0489,0.4387,2096.99,19195763.56,0.41,27.375,374997.939,1.1198
2015-02-16,31.77,740208.9818,0.4903,19.092,177315.7204,1.2355,27.558,374997.939,0.9432,75.74,211997.1476,-0.6428,43.87,359900.0548,1.8102,0.5578,12126.3088,0.0448,13.5847,25549.0489,0.4387,2096.99,19195763.56,0.41,27.375,374997.939,1.1198
2015-02-17,31.958,744577.5428,0.5902,18.772,174343.6632,-1.6761,27.251,370797.427,-1.1158,75.6,211605.2859,-0.1848,43.58,357520.9571,-0.661,0.5594,12161.6387,0.2913,13.6233,25621.7704,0.2846,2100.34,19221711.54,0.16,27.068,370797.427,-1.1238
2015-02-18,32.179,749732.4449,0.6923,18.669,173387.0323,-0.5487,27.133,368256.7853,-0.433,76.71,214712.1889,1.4683,43.53,357110.7679,-0.1147,0.553,12023.0368,-1.1397,13.6307,25635.5624,0.0538,2099.68,19214958.01,-0.03,26.911,368256.7853,-0.5784
2015-02-19,32.112,748188.8866,-0.2059,18.95,175999.192,1.5065,27.323,370611.8316,0.7003,79.42,222297.5107,3.5328,43.5,356864.6543,-0.0689,0.5544,12052.9313,0.2486,14.1137,26543.9535,3.5435,2097.45,19190471.14,-0.11,27.069,370611.8316,0.5874
2015-02-20,32.374,754275.7483,0.8135,19.183,178165.5431,1.2309,27.09,367714.9734,-0.8509,79.895,223627.0413,0.5981,43.855,359776.998,0.8161,0.5584,12139.8972,0.7215,14.474,27221.6421,2.5531,2110.3,19304978.37,0.61,26.874,367714.9734,-0.7221
2015-02-23,33.25,774691.4903,2.7067,19.007,176530.9116,-0.9175,26.75,362998.6165,-1.2551,78.84,220674.0839,-1.3205,44.15,362197.1146,0.6727,0.554,12044.7783,-0.7835,13.8223,25996.035,-4.5023,2109.66,19299536.52,-0.03,26.523,362998.6165,-1.3062
2015-02-24,33.043,769856.9494,-0.6241,18.929,175811.1165,-0.4077,26.932,365677.4924,0.6822,78.45,219582.4693,-0.4947,44.09,361704.8875,-0.1359,0.5578,12126.3088,0.6769,13.6073,25591.6787,-1.5555,2115.48,19344001.2,0.28,26.731,365677.4924,0.7858
2015-02-25,32.197,750169.301,-2.5573,19.269,178959.6396,1.7909,27.367,371254.8407,1.6114,79.56,222689.3723,1.4149,43.99,360884.509,-0.2268,0.5535,12033.9075,-0.762,13.584,25547.7951,-0.1715,2113.86,19326925.65,-0.08,27.119,371254.8407,1.4512
2015-02-26,32.604,759634.5165,1.2617,19.24,178694.9407,-0.1479,27.964,379266.5779,2.1852,80.41,225068.5323,1.0684,44.055,361417.7551,0.1478,0.555,12066.5198,0.271,13.8127,26056.8013,1.6834,2110.74,19294874.63,-0.15,27.698,379266.5779,2.1347
2015-02-27,32.115,748247.1341,-1.4991,19.008,176540.1993,-1.2058,28.132,381385.6445,0.5972,78.97,221037.9554,-1.7908,43.85,359735.9791,-0.4653,0.5515,11990.4246,-0.6306,13.556,25572.6144,-1.8582,2104.5,19225050.68,-0.3,27.844,381385.6445,0.5257
2015-03-02,32.273,751916.7254,0.4904,19.283,179091.989,1.4454,28.751,390020.507,2.2022,79.75,223221.1846,0.9877,43.88,359982.0927,0.0684,0.5649,12281.2168,2.4252,13.155,24816.151,-2.9581,2117.39,19356598.1,0.61,28.489,390020.507,2.3173
2015-03-03,32.34,753489.4074,0.2092,19.231,178606.7078,-0.271,28.94,392048.2749,0.6565,79.6,222801.3328,-0.1881,43.28,355059.8216,-1.3674,0.5545,12055.649,-1.8367,13.304,25097.2309,1.1326,2107.78,19269325.44,-0.45,28.603,392048.2749,0.4026
2015-03-04,32.135,748713.114,-0.6339,19.136,177729.0221,-0.4914,28.917,391803.3844,-0.0803,80.895,226426.053,1.6269,43.055,353213.9699,-0.5199,0.5608,12191.5333,1.1271,13.4957,25458.799,1.4407,2098.53,19184836.47,-0.44,28.59,391803.3844,-0.0471
2015-03-05,31.603,736306.4006,-1.6571,19.392,180102.0241,1.3352,29.072,393496.3028,0.5369,81.21,227307.7417,0.3894,43.11,353665.1781,0.1277,0.5715,12425.2541,1.9171,13.3753,25231.7971,-0.8916,2101.04,19210281.63,0.12,28.688,393496.3028,0.3418
2015-03-06,31.65,737413.1028,0.1503,19.005,176507.6924,-1.9957,28.645,388013.9731,-1.4679,80.005,223934.9326,-1.4838,42.36,347512.3392,-1.7397,0.5638,12256.7577,-1.3561,12.9253,24382.898,-3.3644,2071.26,18936554.93,-1.42,28.307,388013.9731,-1.3288
2015-03-09,31.785,740558.4667,0.4265,18.928,175797.185,-0.4025,28.705,388817.8693,0.2095,79.44,222353.4909,-0.7062,42.85,351532.1939,1.1568,0.5653,12289.3699,0.2661,12.7253,24005.6095,-1.5473,2079.43,19011244.94,0.39,28.365,388817.8693,0.2052
2015-03-10,31.128,725239.3793,-2.0686,18.476,171594.5103,-2.3906,27.993,379269.5364,-2.4821,77.55,217063.3588,-2.3792,42.03,344805.0901,-1.9137,0.5749,12498.6316,1.7028,12.688,23935.1823,-0.2934,2044.16,18690826.53,-1.7,27.675,379269.5364,-2.433
2015-03-11,30.56,712017.2013,-1.8231,18.319,170136.3447,-0.8498,27.785,376559.3134,-0.7431,77.57,217119.339,0.0258,41.98,344394.9009,-0.119,0.572,12436.1249,-0.5001,12.916,24365.2912,1.797,2040.24,18653000.67,-0.19,27.484,376559.3134,-0.6901
2015-03-12,31.113,724889.8944,1.8079,18.712,173791.0463,2.1481,28.059,379866.875,0.9862,78.93,220925.995,1.7533,41.02,336519.2671,-2.2868,0.5668,12464.8776,-0.9178,12.738,24029.5044,-1.3781,2065.95,18900599.89,1.26,27.699,379866.875,0.7856
2015-03-13,30.898,719880.6111,-0.691,18.529,172091.4011,-0.978,27.65,374298.8434,-1.4559,78.05,218462.8646,-1.1149,41.38,339472.6298,0.8776,0.5675,12481.3728,0.1323,12.5787,23728.9313,-1.2509,2053.4,18787449.15,-0.61,27.291,374298.8434,-1.4743
2015-03-16,31.238,727802.2685,1.1004,18.668,173377.7446,0.7475,28.082,379647.0205,1.5624,78.07,218518.8449,0.0256,41.56,340949.3111,0.435,0.5742,12629.8296,1.1894,13.0467,24611.7863,3.7206,2081.19,19043241.41,1.35,27.65,379647.0205,1.3137
2015-03-17,31.76,739975.9919,1.6727,18.596,172713.6756,-0.383,27.881,377036.2937,-0.7175,79.365,222143.5651,1.6588,41.695,342056.8221,0.3248,0.5813,12783.7849,1.219,12.982,24489.7964,-0.4957,2074.28,19015694.69,-0.33,27.467,377036.2937,-0.6618
2015-03-18,32.118,748305.3816,1.1256,18.757,174206.67,0.8644,28.308,382896.0077,1.5333,80.91,226468.0382,1.9467,42.5,348660.8691,1.9307,0.5718,12574.8456,-1.6344,13.3807,25241.8581,3.0709,2099.5,19244764.65,1.22,27.898,382896.0077,1.5721
2015-03-19,31.874,742626.2523,-0.7589,18.662,173326.6624,-0.5052,28.184,381561.0885,-0.4398,82.75,231618.2197,2.2741,42.285,346897.0553,-0.5059,0.5804,12764.5405,1.5085,13.0433,24605.4982,-2.5211,2089.27,19150714.42,-0.49,27.823,381561.0885,-0.2699
2015-03-20,31.475,733335.7791,-1.251,18.925,175764.6781,1.4066,28.248,382832.5063,0.2271,83.8,234557.182,1.2689,42.88,351778.3075,1.4071,0.5868,12904.7497,1.0984,13.2053,24911.1019,1.242,2108.1,19323754.64,0.9,27.941,382832.5063,0.4247
2015-03-23,31.803,740966.1991,1.0405,18.756,174195.0604,-0.893,28.269,382395.0332,0.0743,84.43,236320.5594,0.7518,42.855,351573.2129,-0.0583,0.5678,12486.8712,-3.2382,13.3087,25106.0343,0.7825,2104.42,19282921.61,-0.17,27.864,382395.0332,-0.2766
2015-03-24,31.673,737937.3301,-0.4088,18.705,173721.3887,-0.2719,28.877,390388.1442,2.1526,85.31,238783.6897,1.0423,42.9,351942.3832,0.105,0.56,12316.4207,-1.365,13.448,25368.8786,1.0469,2091.5,19166871.41,-0.61,28.431,390388.1442,2.0365
2015-03-25,30.845,718657.414,-2.6127,18.548,172267.867,-0.8367,28.35,382896.7737,-1.825,82.92,232094.0517,-2.8015,41.46,340128.9326,-3.3566,0.526,11568.638,-6.0714,12.9533,24435.7184,-3.6784,2061.05,18885129.28,-1.46,27.863,382896.7737,-2.0002
2015-03-26,31.06,723666.6974,0.697,18.368,170591.441,-0.9732,28.182,380516.2516,-0.5926,83.01,232345.9628,0.1085,41.21,338077.9863,-0.603,0.5241,11527.4,-0.3565,12.6937,23945.8721,-2.0046,2056.15,18840310.38,-0.24,27.682,380516.2516,-0.6469
2015-03-27,30.813,717900.1968,-0.7968,18.528,172082.1134,0.8738,27.877,376099.5494,-1.0805,83.3,233157.6762,0.3494,40.97,336109.0779,-0.5824,0.5345,11755.5837,1.9795,12.3333,23266.124,-2.8387,2061.02,18885130.72,0.24,27.342,376099.5494,-1.2303
2015-03-30,31.593,736073.4107,2.5314,18.729,173953.5807,1.0875,28.057,378578.1354,0.643,83.195,232863.7799,-0.1261,40.96,336027.04,-0.0244,0.5367,11805.0693,0.421,12.7047,23966.623,3.0108,2086.24,19114672.61,1.22,27.526,378578.1354,0.6729
2015-03-31,31.108,724773.3995,-1.5352,18.605,172797.2647,-0.6647,27.735,375081.3836,-1.1468,82.215,230120.7485,-1.178,40.655,333524.8855,-0.7446,0.5231,11505.4064,-2.5384,12.5847,23740.2499,-0.9445,2067.89,18944897.4,-0.88,27.325,375081.3836,-0.73
2015-04-01,31.063,723724.9448,-0.1447,18.513,171940.4763,-0.4958,27.475,371450.8887,-0.9392,81.665,228581.292,-0.669,40.72,334058.1316,0.1599,0.5253,11552.1428,0.4062,12.506,23591.8498,-0.6251,2059.69,18868256.47,-0.4,27.054,371450.8887,-0.9927
2015-04-02,31.33,729957.4253,0.8612,18.613,172866.9223,0.5388,27.065,366305.6456,-1.4887,81.555,228273.4007,-0.1347,40.29,330530.5039,-1.056,0.5265,11579.6348,0.238,12.7333,24020.701,1.8178,2066.96,18932901.95,0.35,26.703,366305.6456,-1.2957
2015-04-03,31.33,729957.4253,0.8612,18.613,172866.9223,0.5388,27.065,366305.6456,-1.4887,81.555,228273.4007,-0.1347,40.29,330530.5039,-1.056,0.5265,11579.6348,0.238,12.7333,24020.701,1.8178,2066.96,18932901.95,0.35,26.703,366305.6456,-1.2957
2015-04-06,31.838,741781.6638,1.6199,18.852,175091.3214,1.2868,27.198,367586.6089,0.4877,82.44,230750.5261,1.0852,41.545,340826.2543,3.1149,0.5416,11912.2881,2.8727,13.54,25542.4313,6.3351,2080.62,19054592.12,0.66,26.765,367586.6089,0.2306
2015-04-07,31.503,733976.5014,-1.0522,18.721,173869.9916,-0.6975,27.243,367965.476,0.1673,82.32,230414.6447,-0.1456,41.53,340703.1975,-0.0361,0.5465,12019.507,0.9001,13.55,25561.2957,0.0739,2076.33,19021262.35,-0.21,26.777,367965.476,0.0475
2015-04-08,31.4,731588.3547,-0.3254,19.06,177023.1586,1.8135,27.442,370898.3314,0.7305,82.275,230288.6892,-0.0547,41.42,339800.7812,-0.2649,0.5505,12107.4814,0.7319,13.8447,26117.1675,2.1747,2081.9,19074177.67,0.27,27.006,370898.3314,0.8547
2015-04-09,31.64,737180.1128,0.7643,19.177,178109.817,0.6139,27.401,370336.549,-0.1494,82.17,229994.7929,-0.1276,41.48,340293.0083,0.1449,0.5631,12460.1896,2.2934,14.006,26421.5135,1.1653,2091.18,19159186.17,0.45,26.965,370336.549,-0.1532
2015-04-10,31.775,740325.4768,0.4267,19.133,177696.5153,-0.232,27.427,370216.8171,0.0949,82.04,229630.9214,-0.1582,41.72,342261.9167,0.5786,0.569,12590.1849,1.0433,14.06,26523.3814,0.3855,2102.06,19253479.96,0.52,26.927,370216.8171,-0.1424
2015-04-13,31.713,738869.2898,-0.1967,19.118,177561.8439,-0.0758,27.432,369939.7349,0.0182,83.01,232345.9628,1.1824,41.76,342590.0681,0.0959,0.5638,12474.0189,-0.9227,13.9853,26382.527,-0.5311,2092.43,19165243.72,-0.46,26.885,369939.7349,-0.1556
2015-04-14,31.575,735665.6783,-0.4336,19.256,178838.8998,0.7192,26.989,363938.7911,-1.6149,83.515,233759.4637,0.6084,41.65,341687.6518,-0.2634,0.559,12368.9163,-0.8426,13.8307,26090.7573,-1.1059,2095.84,19195656.03,0.16,26.447,363938.7911,-1.6284
2015-04-15,31.695,738461.5574,0.38,19.173,178068.0224,-0.431,27.052,365119.4898,0.2334,82.705,231492.2642,-0.9699,42.255,346650.9418,1.4526,0.5658,12518.2726,1.2075,13.8553,26137.2895,0.1783,2106.63,19292803.38,0.51,26.554,365119.4898,0.4035
2015-04-16,31.543,734908.4611,-0.4811,19.302,179270.7768,0.6754,27.176,366363.1525,0.4584,82.31,230386.6546,-0.4776,42.16,345871.5822,-0.2248,0.5622,12440.8286,-0.6186,13.78,25995.1775,-0.5437,2104.99,19276614.7,-0.08,26.617,366363.1525,0.2385
2015-04-17,31.188,726637.3189,-1.1255,18.778,174404.0331,-2.7147,26.637,359404.2292,-1.9834,80.775,226090.1716,-1.8649,41.615,341400.5193,-1.2927,0.555,12280.4089,-1.2895,13.786,26006.4962,0.0435,2081.18,19056658.01,-1.13,26.131,359404.2292,-1.8265
2015-04-20,31.9,743237.8508,2.2846,19.476,180882.1891,3.7145,27.226,367259.8713,2.2131,83.09,232569.8837,2.866,42.905,351983.4021,3.0998,0.5523,12219.56,-0.4955,13.6847,25815.3367,-0.735,2100.4,19231131.9,0.92,26.696,367259.8713,2.162
2015-04-21,31.728,739218.7746,-0.5408,19.559,181657.7103,0.4287,27.146,366239.0708,-0.2947,83.62,234053.3599,0.6379,42.635,349768.3801,-0.6293,0.5514,12200.199,-0.1584,13.9607,26335.9948,2.0169,2097.29,19206320.32,-0.15,26.625,366239.0708,-0.2634
2015-04-22,32.155,749179.0938,1.3474,19.49,181016.8605,-0.3528,27.459,370180.5958,1.1521,84.63,236880.3618,1.2078,42.985,352639.7049,0.8209,0.5578,12341.2577,1.1562,14.6293,27736.0444,4.7896,2107.96,19298833.24,0.51,26.894,370180.5958,1.0104
2015-04-23,32.417,755295.0793,0.8164,19.5,181105.0934,0.0487,27.873,376527.7868,1.5077,82.41,231426.7457,-2.6232,43.34,350602.189,0.8259,0.5555,12291.4723,-0.4034,14.5733,27629.8729,-0.3828,2112.93,19342129.11,0.24,27.275,376527.7868,1.4156
2015-04-24,32.57,758848.1756,0.4704,22.255,207274.5994,14.1311,28.683,388265.9446,2.906,81.53,228955.4979,-1.0678,47.87,387247.9646,10.4522,0.5508,12186.3697,-0.8551,14.5617,27607.7538,-0.0801,2117.69,19387140.08,0.23,28.176,388265.9446,3.3016
2015-04-27,33.163,772652.8284,1.8192,21.928,204229.0459,-1.4693,28.306,382851.089,-1.3144,81.91,230022.6276,0.4661,48.03,388542.2966,0.3342,0.555,12280.4089,0.7717,15.4367,29266.6837,6.0089,2108.92,19306816.22,-0.41,27.769,382851.089,-1.445
2015-04-28,32.64,752160.0487,-1.5756,21.466,199921.4969,-2.1092,28.219,381677.4865,-0.3091,80.68,226568.4971,-1.5016,49.155,397643.0687,2.3423,0.5576,12338.4919,0.473,15.3653,29131.4415,-0.4621,2114.76,19349588.16,0.28,27.684,381677.4865,-0.3043
2015-04-29,32.16,741098.8715,-1.4706,21.469,199949.4378,0.014,28.069,378568.7239,-0.528,80.465,225964.7263,-0.2665,49.06,396874.5591,-0.1933,0.5535,12247.2186,-0.7397,15.4967,29380.4389,0.8547,2106.85,19275321.82,-0.37,27.454,378568.7239,-0.8308
2015-04-30,31.288,720992.8776,-2.713,21.089,196414.9192,-1.7677,27.438,370280.4858,-2.248,78.77,221204.766,-2.1065,48.64,393476.9375,-0.8561,0.5549,12277.643,0.2484,15.07,28571.5131,-2.7533,2085.51,19075263.43,-1.01,26.867,370280.4858,-2.1381
2015-05-01,32.237,742884.7908,3.0364,21.144,196922.5115,0.2584,27.558,371238.1534,0.4355,78.99,221822.5779,0.2793,48.655,393598.2811,0.0308,0.5688,12584.6532,2.5006,15.0687,28568.9852,-0.0088,2108.29,19280103.88,1.09,26.895,371238.1534,0.1042
2015-05-04,32.175,741444.5333,-0.1939,21.152,197001.6772,0.0402,27.642,372826.1033,0.3048,78.81,221317.0954,-0.2279,48.24,390241.1074,-0.8529,0.5653,12507.2092,-0.6154,15.3673,29135.2333,1.982,2114.49,19332397.29,0.29,27.039,372826.1033,0.5354
2015-05-05,31.45,724737.547,-2.2533,21.06,196140.1674,-0.4373,27.152,366073.8385,-1.7718,77.56,217806.8001,-1.5861,47.6,385063.7793,-1.3267,0.5508,12186.3697,-2.5652,15.53,29443.6363,1.0585,2089.46,19101376.68,-1.18,26.54,366073.8385,-1.8455
2015-05-06,31.253,720186.3334,-0.628,20.955,195166.8942,-0.4962,26.754,361148.015,-1.4667,78.1,219323.2477,0.6962,46.28,374385.54,-2.7731,0.5525,12225.0917,0.3177,15.362,29125.1217,-1.0818,2080.15,19010407.49,-0.45,26.211,361148.015,-1.2396
2015-05-07,31.315,721626.5909,0.2,21.344,198789.8921,1.8564,27.102,365720.9834,1.3007,78.425,220235.9245,0.4161,46.7,377783.1616,0.9075,0.5622,12440.8286,1.7647,15.7867,29930.2557,2.7644,2088.0,19079096.62,0.38,26.535,365720.9834,1.2361
2015-05-08,31.905,735222.6212,1.8841,21.685,201961.1795,1.5953,27.448,370660.8625,1.2748,78.51,220474.6245,0.1084,47.75,386277.2156,2.2484,0.5206,11519.7979,-7.4033,15.774,29906.2407,-0.0802,2116.1,19330223.82,1.35,26.911,370660.8625,1.417
2015-05-11,31.58,727733.2824,-1.0186,21.643,201570.0075,-0.1937,27.289,368736.7718,-0.5775,78.01,219070.5064,-0.6369,47.37,383203.177,-0.7958,0.5157,11411.9295,-0.9364,15.966,30272.4445,1.2172,2105.33,19234781.49,-0.51,26.785,368736.7718,-0.4682
2015-05-12,31.466,725112.0139,-0.3602,21.551,200717.8114,-0.4228,26.937,364069.2739,-1.2917,77.46,217525.9765,-0.705,47.35,383041.3855,-0.0422,0.5207,11522.5638,0.9695,16.316,30936.0644,2.1922,2099.12,19179492.85,-0.29,26.452,364069.2739,-1.2432
